"restaurant name",city,cuisines,"aggregate rating",cost
"Yours Deliciously",Noida,"Street Food, Beverages",2.9,4.550
"Captain Curry",Noida,"North Indian, Chinese",3.6,5.200
"Oh My Scoop!",Noida,"Ice Cream, Beverages",3.5,2.600
"Reena Restaurant",Noida,"Chinese, South Indian, North Indian",3.5,5.200
"Delight Food",Noida,"Italian, Chinese",0,3.900
Hungro,Noida,"North Indian, South Indian",0,1.950
"Shiparma Shri",Noida,"North Indian",0,1.300
"Shri Adarsh Kulfi",Noida,Desserts,0,1.950
"Simla Bakery",Noida,Bakery,0,1.950
"Swad E Punjab",Noida,"North Indian",0,3.900
"Vishnu Ki Rasoi",Noida,"North Indian",0,3.250
"Pizza Hut Delivery",Noida,"Italian, Pizza, Fast Food",2.3,10.400
"Wah Ji Wah",Noida,"North Indian",2,6.500
"Chawla's Chic Inn",Noida,"North Indian, Mughlai",2.8,7.800
"Grill Point",Noida,"Fast Food",3.2,2.600
"Hari Sweets",Noida,Mithai,3.1,1.300
"Sultanate of Spice",Noida,"North Indian, Mughlai",2.9,6.500
"Yamu's Panchayat",Noida,"Street Food",3.2,1.300
Debon,Noida,"Raw Meats, North Indian, Fast Food",3.5,5.200
"Hot & Sour",Noida,Chinese,3.2,3.900
"Open Kitchen",Noida,"North Indian, Mughlai",3,7.800
"Truffle Muffle",Noida,"Bakery, Desserts",3.4,3.900
"Go! Biryani",Noida,Biryani,3.5,6.500
"Tastee Chauka",Noida,"North Indian",3.7,4.550
"Maharba Chicken Point",Noida,"North Indian, Mughlai",0,3.900
"Sweet Spells",Noida,Bakery,0,2.600
Foodie,Noida,"North Indian, Chinese, Fast Food",2.8,6.500
Lapaalap,Noida,"North Indian",3,2.600
"Fresh Food Factory",Noida,"North Indian, Chinese",3.9,3.900
Bollycric,Noida,"North Indian, South Indian, Chinese",0,3.900
"The Kitchen Factory",Noida,"North Indian, Chinese",0,3.900
"Caff刺 La Poya",Noida,"Cafe, Continental, Fast Food, Italian",3.7,7.800
"Elixir Health Caf刺",Noida,"Cafe, Healthy Food, Continental, Italian, Asian",3.7,10.400
"Radhey Foodz",Noida,"North Indian",3,2.600
"The Kitchen",Noida,"North Indian",2.7,7.800
"Uncle's Treat",Noida,Chinese,3.1,5.200
"Wow! Momo",Noida,Chinese,2.6,4.550
"KD's Hunger Point",Noida,"North Indian, Chinese",3.7,2.600
"Food Town",Noida,"Chinese, North Indian, South Indian",0,3.250
"The Big Chefs",Noida,"North Indian, Chinese",0,6.500
"The Big Scoop",Noida,"Ice Cream",0,3.250
"Govinda's Restaurant",Noida,"North Indian, South Indian",3,3.900
"Not Just Dilli",Noida,"Street Food",3.2,5.850
RollsKing,Noida,"Fast Food",3.4,5.200
"Bunz & Dogz",Noida,American,0,3.900
"Radha Rani Bakery",Noida,"Bakery, Desserts",0,3.900
"Chauhan Vatika",Noida,"North Indian, Mughlai, Chinese",2.8,6.500
"Frozen Stone",Noida,"Fast Food, Beverages",3.1,3.900
"Kavita's Restaurant",Noida,"North Indian, Mughlai, Chinese",2.6,7.150
"Mudrika Food Factory",Noida,"North Indian, Mughlai, Chinese",2.5,7.150
"Pind Balluchi",Noida,"North Indian, Chinese, Mughlai",2.9,11.700
"Zaffran- Ikshita's Kitchen",Noida,Kashmiri,3,3.900
Chaayos,Noida,"Cafe, Tea",3.6,5.200
"Punjabi Tadka",Noida,"North Indian, Mughlai",3.7,5.850
"Cafe Krisa",Noida,"Bakery, Desserts",0,3.900
"Chill Grill",Noida,"Fast Food",0,6.500
"Dolce Gelato",Noida,"Ice Cream, Beverages, Fast Food",0,3.900
"Maa Ka Khaana",Noida,"North Indian",0,2.600
"The Beer Cafe",Noida,"North Indian",0,16.250
"Heaven's Point",Noida,"Fast Food",3,1.300
Kamboj's,Noida,"North Indian, Mughlai, Chinese",2.8,10.400
"Mexican Pizza",Noida,"Pizza, Fast Food",3.4,6.500
Shahenshah,Noida,"North Indian, Mughlai, Chinese",2.9,6.500
"Snack Chat",Noida,"Fast Food, Italian",3.4,6.500
"The Amazing Buger's",Noida,"Fast Food, Burger",2.9,5.200
"The Black Box",Noida,"North Indian, Continental",3.1,5.200
"Al Bake",Noida,"Fast Food, Chinese",3.7,5.850
"Asian Fun",Noida,Chinese,3.8,9.100
Burnout,Noida,"Continental, Mexican, Italian",3.6,5.850
"Cafe Fusion",Noida,"Cafe, Fast Food",3.7,4.550
"Fit Bites",Noida,"Healthy Food",3.7,10.400
"Go Krazy",Noida,"Italian, Fast Food",3.5,5.200
"Green Restaurant",Noida,"North Indian, Chinese, Mughlai",3.6,5.200
"Hunger Strike",Noida,"Fast Food, North Indian",3.7,5.200
"The Munchkart Cafe",Noida,"Fast Food, Chinese",3.8,4.550
"Thee Pot",Noida,"Cafe, Fast Food",3.7,5.200
"Waffles and Crepes",Noida,"Desserts, Beverages",3.9,3.250
"Biryani Vice",Noida,"North Indian, Biryani",0,6.500
"Chinese Chilly Sizzler",Noida,Chinese,0,4.550
"Moonlight Cafe",Noida,"Continental, Fast Food, Italian",0,5.200
"Sugar Ruffles",Noida,Bakery,0,6.500
"Bistro 37",Noida,"Fast Food, Chinese",4.3,5.200
"Desi Swag",Noida,"North Indian, Mughlai",4.3,6.500
Teasta,Noida,"Fast Food, Beverages",4.1,2.600
"Appu Ghar Express",Noida,"Fast Food, Chinese",2.8,5.200
Barista,Noida,Cafe,3,8.450
"Burger King",Noida,"Burger, Fast Food",3.2,6.500
Keventers,Noida,Beverages,3.1,5.200
"Kenny Rogers Roasters",Noida,American,3.7,16.900
McDonald's,Noida,"Fast Food, Burger",3.5,6.500
"Baskin Robbins",Noida,"Ice Cream",0,3.900
"Cafe Buddy's",Noida,"Fast Food",0,1.300
"Fusionn Rolls",Noida,Chinese,0,3.250
"Kwality Walls - Happiness Station",Noida,"Ice Cream",0,3.900
"Shakti Food & Restaurant",Noida,"North Indian",0,3.900
"Domino's Pizza",Noida,"Pizza, Fast Food",2.4,9.100
"Mr. Brown",Noida,"Bakery, Desserts, Fast Food",4,6.500
"Chef's Bar-Be-Que",Noida,"North Indian, Mughlai, Chinese",3.4,8.450
"Sen's Sational Xpress Kitchen",Noida,"North Indian, Mughlai",3,7.800
"Shanghai Dreams",Noida,Chinese,3,5.200
InnerChef,Noida,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",3.3,6.500
"Antaryami Paratha Corner",Noida,"North Indian",0,1.950
"F-all (Food for All)",Noida,"North Indian, Chinese, Fast Food",3.4,5.200
"Green Restaurant",Noida,"Chinese, North Indian",0,3.250
"2 Bros Kitchen",Noida,"North Indian, Chinese, Fast Food",3.2,7.800
"Baskin Robbins",Noida,"Ice Cream",3.3,3.900
"Big Bone - The Meat Shop",Noida,"Raw Meats, Fast Food",3.1,4.550
"Biryani House",Noida,"Biryani, North Indian",3.1,3.900
"China Hot",Noida,Chinese,2.9,5.200
"City Hut",Noida,"North Indian, Chinese",2.5,9.100
"Defence Bakery",Noida,"Bakery, Fast Food",3.4,1.950
"Dhabha 27",Noida,"Mughlai, Chinese",3.2,6.500
Faasos,Noida,"North Indian, Fast Food",3.1,7.800
"Green Chick Chop",Noida,"Raw Meats, North Indian, Fast Food",2.7,4.550
"JSB Evergreen Cool Point",Noida,"North Indian, Chinese, Fast Food, Mithai",2.9,5.850
"JSB Evergreen Snack & Sweets",Noida,"North Indian, Chinese, Fast Food, Street Food",3.2,3.900
Keventers,Noida,Beverages,2.9,5.200
"More Than Cafe",Noida,"Cafe, Continental, Fast Food",3.3,5.200
Mutfi,Noida,"North Indian, Seafood, Bengali",3.3,7.800
"Nawabi Mughlai Zaika",Noida,"North Indian, Mughlai",3.2,7.150
"Ovenstory Pizza",Noida,"Pizza, Fast Food",3.3,6.500
"ProFit Kitchen",Noida,"Healthy Food",3.4,7.800
"Public Cafe",Noida,"Fast Food, Beverages",2.5,5.850
"The Chickmunks Express",Noida,"Fast Food, Italian, North Indian, Chinese",3,16.900
"Time to Tea",Noida,"Fast Food, Beverages",3.4,4.550
"Twenty Four Seven",Noida,"Fast Food, North Indian",3,3.900
Virundu,Noida,"South Indian",2.8,3.900
"Be Bhukkad",Noida,"North Indian, Mughlai",3.6,9.100
"Behrouz Biryani",Noida,Biryani,3.5,7.800
"Bistro 365",Noida,"Cafe, North Indian, Chinese",3.7,6.500
"Engineers Da Dhaba",Noida,"North Indian",3.6,5.200
"Hungry Minister",Noida,"Continental, Mexican, Fast Food, Chinese",3.5,5.200
"Kake Da Hotel",Noida,"North Indian, Mughlai",3.5,9.100
Biryani,Noida,Biryani,0,6.500
"C Cube",Noida,"American, Italian, North Indian, Chinese",0,6.500
"Chicago Pizza",Noida,Pizza,0,7.800
"Kettle & Kegs",Noida,Tea,0,2.600
Keventers,Noida,Beverages,0,5.200
Keventers,Noida,Beverages,0,5.200
Navab's,Noida,"North Indian, Chinese",0,11.700
"Nawabi Mughlai Zaika Food Van",Noida,"North Indian, Mughlai",0,4.550
"NS Punjabi Swad",Noida,"North Indian, Chinese",0,3.900
Pitstop,Noida,"North Indian, Mughlai, Mughlai",0,7.800
"Royal Spice Restaurant",Noida,"North Indian, Chinese",0,7.800
Sethi's,Noida,"North Indian",0,10.400
"Snacks Parties",Noida,"Fast Food, Street Food",0,2.600
"Peshawari Delux Restaurant",Noida,"North Indian, Chinese",2.4,9.100
"WTF - World's Tastiest Food",Noida,"North Indian, Chinese",2.4,10.400
"Salato Salad Studio",Noida,"Salad, Continental",4.1,6.500
"AB Fast N Food",Noida,"Fast Food",2.7,2.600
"Cafe 44",Noida,"Continental, Chinese",3,6.500
"Cafe Onion Rings",Noida,"North Indian, Chinese, Fast Food",2.9,6.500
"Club 44",Noida,"North Indian",3.2,10.400
"Indian Curry House",Noida,"North Indian, Chinese",3.1,7.800
Krunchies,Noida,"Fast Food",2.5,2.600
Platefull,Noida,"North Indian, Chinese",3.4,7.800
"Sanghai Food",Noida,Chinese,2.9,5.850
"Shadev Saini Dhaba",Noida,"North Indian",3,2.600
"Wasim Biryani Center",Noida,"North Indian",2.8,5.200
"Hungry - I",Noida,"Cafe, Italian, Chinese, Continental",3.7,7.150
"Smoking Tikka",Noida,"North Indian, Chinese, Fast Food",3.7,7.800
"The Fusion Food Stand",Noida,"Chinese, Thai, Fast Food",3.8,8.450
"44 Grills",Noida,"North Indian, Chinese",0,6.500
"Ammi's Kitchen",Noida,Mughlai,0,5.200
"Bangali Restaurant",Noida,"North Indian, Mughlai, Chinese",0,6.500
"Home Cafe",Noida,"Bakery, Fast Food",0,3.250
"Hot Chilli Food Plaza",Noida,"North Indian, South Indian",0,6.500
"Kanak Kitchen",Noida,"North Indian",0,5.200
"Speziato Foods",Noida,"North Indian, Mughlai",0,5.200
"The Golden Spoon",Noida,Chinese,0,3.250
"The Saffron Plant Restaurant",Noida,"Chinese, North Indian, Mughlai",0,9.100
"Zaika Tiffin Center",Noida,"North Indian, South Indian",0,1.300
"#Urban Caf刺",Noida,"North Indian, Chinese, Italian",3.3,8.450
"Baked! Cakes & Desserts",Noida,"Bakery, Desserts",3.3,4.550
"Quick Grabs",Noida,"North Indian, Chinese",3.1,7.150
"The Roll Van",Noida,"North Indian, Mughlai",2.9,6.500
"Balaji Restaurant & Sweets",Noida,"South Indian",0,2.600
"Baskin Robbins",Noida,"Ice Cream",0,3.900
"Baskin Robbins",Noida,"Ice Cream",0,3.900
"Chandu Chat Bhandar",Noida,"Street Food",0,1.950
"Foodies Park",Noida,"Chinese, North Indian",0,5.850
"Noida Cakes Online",Noida,Bakery,3,3.900
"The Epicureans",Noida,"North Indian, Mughlai, Chinese",3.4,8.450
Bhojanam4u,Noida,"North Indian",0,2.600
Chocadoodledoo,Noida,Bakery,0,6.500
"Chocolate Therapy by Nishi",Noida,Bakery,0,2.600
"Cookie House",Noida,Bakery,0,1.950
"Adhikari Fast Food Corner",Noida,"Chinese, Fast Food",2.8,5.200
"Amrit's Agni Multi Cuisine Restaurant",Noida,"North Indian, Chinese",2.9,7.150
"Punjabi Chaska",Noida,"North Indian, Mughlai, Chinese",3,7.150
"The Choco Shop",Noida,Bakery,3,9.100
"The Taste",Noida,"Bakery, Fast Food",3.1,6.500
"Tibb's Frankie",Noida,"Fast Food",3.4,3.250
"Amazing Burgers",Noida,"Burger, Fast Food",0,3.900
"Kitchen Express",Noida,"North Indian",0,2.600
"Domino's Pizza",Noida,"Pizza, Fast Food",2.3,9.100
"Public Cafe",Noida,"Fast Food, Beverages",2.4,5.850
Chocopur,Noida,"Bakery, Desserts",3,6.500
"Sweta Restaurant",Noida,"North Indian",3.2,5.200
"Flames of Tandoor",Noida,"North Indian, Mughlai",3.5,5.850
"Shaivi's Kitchen",Noida,"North Indian, South Indian, Chinese",0,3.900
Kuppies,Noida,"Bakery, Desserts",3.8,3.250
"The Urban Chulha",Noida,"North Indian",3.5,3.900
"Goyal Chhole Kulche Wala",Noida,"Street Food",0,1.300
"Cafe Coffee Day",Noida,Cafe,2.7,5.850
"Choco House",Noida,Desserts,3.4,5.850
"DCK- Dana Choga's Kitchen",Noida,"North Indian, Mughlai",2.7,10.400
"Fresh and Fit Ghar Ka Khana",Noida,"North Indian, Healthy Food, Rajasthani",3.1,5.200
"Hungry Ullu",Noida,"Fast Food",3.3,6.500
Khidmat,Noida,"North Indian, Mughlai, Chinese",3.4,9.750
"Lahori Restaurant",Noida,"North Indian, Chinese",2.5,10.400
"New Chinese Chilli Sizzler",Noida,Chinese,2.7,5.200
Nirmala's,Noida,"North Indian, Chinese",3.4,5.850
"Prime Bakery",Noida,"Bakery, Mithai",3,3.900
"Royal Empire Meat Shop",Noida,"Raw Meats, Fast Food",3.4,5.200
"Southern Treat",Noida,"South Indian",2.8,6.500
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.5,6.500
"The Chickmunks Caf刺",Noida,"Fast Food, Cafe, Italian, North Indian, Chinese",3.2,7.150
"The FLIP Cafe",Noida,"Italian, Continental, North Indian, Chinese",2.6,8.450
"Yo! China",Noida,Chinese,2.5,16.900
Gopala,Noida,"Mithai, Street Food",3.6,3.250
"R.I.P Cafe & Lounge",Noida,Cafe,3.5,9.100
"Big Biryani",Noida,"Biryani, Mughlai",0,3.900
"Cupcakes & More",Noida,"Bakery, Desserts",0,3.900
"Heavens Food Xprs",Noida,"North Indian, Mughlai, Chinese",0,7.800
"Parul's Cooking Hub",Noida,"North Indian",0,5.850
"Republic of Chicken",Noida,"Raw Meats, Fast Food",0,5.200
"Somethings Sweet",Noida,Bakery,0,3.900
Chawla's?,Noida,"North Indian, Mughlai, Chinese",2.3,10.400
"Domino's Pizza",Noida,"Pizza, Fast Food",2.4,9.100
"Nazeer Foods",Noida,"Mughlai, North Indian",2.3,7.800
"Night Food Xprs",Noida,"North Indian, Chinese",2.3,6.500
"Pizza Hut Delivery",Noida,"Italian, Pizza, Fast Food",2.3,10.400
"The Caspian",Noida,"North Indian, Chinese",2.4,16.900
"The Noodle Box Co.",Noida,"Chinese, Thai, Asian",2.4,9.750
"WTF - World's Tastiest Food",Noida,"North Indian, Chinese",2.4,10.400
"Biryani By Kilo",Noida,"Biryani, Mughlai",4.1,9.100
"Kalpak Restaurant & Cafe",Noida,"North Indian, Chinese",4.3,16.900
Theos,Noida,"Desserts, Bakery, Fast Food",4.1,6.500
"Aamantran Bangla",Noida,"Bengali, North Indian",2.7,8.450
Chung-Fu,Noida,Chinese,3,4.550
"Paco Meals",Noida,"North Indian, Chinese, Fast Food",2.8,1.950
"Reena Restaurant",Noida,"North Indian, Chinese, South Indian",2.7,4.550
"Sanskriti Foods",Noida,"North Indian, Chinese",3.1,8.450
"Biryani Vice",Noida,"North Indian, Biryani",3.6,6.500
Dietwholic,Noida,"Healthy Food, North Indian, Chinese, Continental",3.7,7.800
Goldenplates,Noida,"North Indian, Mughlai, Chinese, Fast Food",3.6,7.800
"Mishti's Kitchen",Noida,"Chinese, Mughlai",3.6,7.150
Shahenshah,Noida,"North Indian, Mughlai, Chinese",3.5,6.500
"Ayush Chicken Point",Noida,"North Indian, Mughlai, Chinese",0,5.850
"Baby Got Bacon",Noida,"American, Italian",0,6.500
"Better Butter Chicken",Noida,"North Indian",0,6.500
"Black Pepper",Noida,"North Indian, Chinese, Mughlai",0,6.500
"Chandni Chowk 2 China",Noida,"North Indian, Chinese",0,5.200
"Choco N Lush",Noida,"Bakery, Desserts",0,6.500
"Friend's Restaurant",Noida,"North Indian, Chinese",0,6.500
"Ghar Ka Khana",Noida,"North Indian",0,1.950
"Ghar Ka Swad",Noida,"North Indian, Chinese",0,5.200
"Kake Da Dhaba",Noida,"Awadhi, North Indian",0,3.900
"Knight Kitchens",Noida,"North Indian, Fast Food, Chinese",0,5.850
"Lucknow Heritage",Noida,Lucknowi,0,5.200
"Momos Box",Noida,"Tibetan, Street Food",0,1.300
"Raging Bull - The Spicy Punch",Noida,"Mexican, Italian",0,6.500
"Second Home",Noida,"Chinese, North Indian",0,10.400
"The Big Buddha Grill",Noida,"Cafe, Mexican",0,7.150
Whatslife.in,Noida,"North Indian, Chinese",0,6.500
"Slice of Italy",Noida,"Italian, Pizza, Bakery",2.3,9.100
"Bebbe Da Degh",Noida,"North Indian",3.2,10.400
"Chauhan Hotel",Noida,"North Indian",2.9,1.950
"52 Food Express",Noida,"North Indian, Chinese",0,3.900
"Delicious Treasure",Noida,"North Indian",0,3.900
"Shiv Murti Hotel",Noida,"North Indian",0,2.600
"Kaka Ji Restaurant",Noida,"North Indian, Mughlai",2.9,10.400
Lazzez's,Noida,"North Indian, Mughlai, Chinese, Raw Meats",2.9,7.800
"Mithaas Sweets",Noida,"North Indian, Chinese, South Indian, Mithai",3.1,8.450
Mithaas,Noida,"North Indian, Chinese, South Indian, Mithai",3.2,8.450
"Tandoori Corner",Noida,"North Indian, Mughlai, Chinese",2.6,6.500
Culinate,Noida,"Continental, Fast Food, Asian, Italian",3.8,6.500
Haaochi,Noida,Chinese,3.5,7.800
"Bake Walkers",Noida,"Bakery, Desserts",0,3.900
"Chacha Food Street",Noida,"North Indian, Chinese",0,5.200
DudeFood,Noida,"North Indian",0,4.550
"Indian Special Hot Momos",Noida,Chinese,0,0.650
"Kesarwa Bakez",Noida,Bakery,0,6.500
"Om Bikaner Sweets",Noida,Mithai,0,1.950
"Sadda Adda 2 Cafe & Lounge",Noida,Cafe,0,3.900
"The Backyard Chef",Noida,"North Indian",0,3.900
"Veer Jee",Noida,"North Indian",0,3.250
"VP ki Kitchen",Noida,"North Indian, Mughlai, Chinese",0,5.200
"Flying Cakes",Noida,Bakery,2.1,4.550
"Taste In Box",Noida,"North Indian, Chinese",2.3,6.500
"Snacks Point",Noida,Chinese,2.9,1.950
"Sector 55 China Town",Noida,Chinese,0,3.900
"B Tamang Chineese",Noida,Chinese,2.9,3.900
Foodelicious,Noida,"North Indian, Chinese, Mughlai",3.1,6.500
"The Cake Masters",Noida,"Bakery, Desserts",2.5,6.500
"Food Hut",Noida,"North Indian",0,1.950
"South Indian Snacks Stall",Noida,"South Indian",0,2.600
"Twenty Four Seven",Noida,"Fast Food, North Indian",0,3.900
Barista,Noida,Cafe,3,8.450
Barista,Noida,Cafe,2.9,8.450
"The Gourmet Shack",Noida,"Continental, American",3.3,7.800
"Vanshika Indian, Chinese, & Parantha Corner",Noida,"Chinese, North Indian",3.1,3.900
"Yes Bosz Food Plaza",Noida,"North Indian, Chinese",2.7,5.200
"A1 Restaurant",Noida,"North Indian",0,6.500
"Aggarwal Sweets India",Noida,"Mithai, Street Food",0,1.950
"Chaska Food Hut",Noida,"North Indian, Chinese",0,3.900
"Hasty Tasty Fast Food",Noida,"North Indian, Chinese",0,3.900
"Pihu's Cafe",Noida,"Fast Food",0,2.600
"Sanjay Pandit Bhojnalaya",Noida,"North Indian",0,1.950
"Sharma Hotel",Noida,"North Indian",0,1.300
"Shri G",Noida,"North Indian",0,1.300
"Nite Bites",Noida,"North Indian, Chinese, Fast Food",2.7,8.450
"Shankar Fast Food",Noida,"North Indian, Chinese",2.7,3.900
"Shivam Fast Food",Noida,"North Indian, South Indian, Chinese",2.9,4.550
"Yumbo Bites",Noida,"Fast Food",3.1,4.550
"Essen Foods",Noida,"North Indian, Mughlai, Chinese",0,9.100
L'amore,Noida,"Bakery, Desserts, Fast Food",0,2.600
"SPL Food Corner",Noida,"Chinese, North Indian",0,3.900
"Shree Ganesh M Cafe",Noida,"South Indian",3.1,1.950
"Chauhan Fast Food",Noida,"Chinese, North Indian, Fast Food",0,3.250
"Right for Night",Noida,"North Indian",0,2.600
Whatslife.in,Noida,"North Indian, Chinese",0,6.500
BakeAffair,Noida,"Bakery, Desserts",3.4,3.900
Mirchievous,Noida,"North Indian",3.1,8.450
"Cafe Coffee Day",Noida,Cafe,0,5.850
"Dev Food",Noida,"North Indian, South Indian, Chinese",0,3.900
"Green Vally Chiiness Food",Noida,Chinese,0,3.900
"221 B Baker Street",Noida,Bakery,3.2,2.600
"Binge Restaurant",Noida,"North Indian, Chinese, Continental",3.2,14.300
Boxmeal,Noida,"North Indian, Chinese",3,5.200
"Brown Town",Noida,Bakery,2.7,1.950
"Cafe Coffee Day",Noida,Cafe,3,5.850
"Cafe Coffee Day",Noida,Cafe,3,5.850
"Cafe Green Apple",Noida,"North Indian, South Indian, Fast Food",3.2,5.200
"Cake Mandi",Noida,"Bakery, Desserts",3.2,6.500
"Chai Thela",Noida,Cafe,3.1,3.250
"Chinese Chilli Sizzler",Noida,Chinese,2.9,2.600
"Delhi Biryani Hut",Noida,"Biryani, Mughlai",2.7,3.900
"Dev's Restaurant & Bar",Noida,"North Indian, Mughlai, Chinese",3.1,19.500
"Doggy Style",Noida,"Continental, Italian",3.2,9.100
"Domino's Pizza",Noida,"Pizza, Fast Food",2.6,9.100
"Floating Cakes",Noida,Bakery,2.8,5.200
"Food Brigade",Noida,"North Indian, South Indian, Chinese, Fast Food",3.2,3.900
"Frequent Bakes",Noida,"Bakery, Desserts, Fast Food",2.5,4.550
GreeNox,Noida,"Fast Food, Beverages",3.4,2.600
"GVP Creations",Noida,Bakery,3.1,5.200
"Health Buzzz",Noida,"Healthy Food",3.2,4.550
"Hot & Spicy",Noida,Chinese,2.9,3.250
"Malabar Junction",Noida,"South Indian, North Indian, Chinese",3.3,6.500
"Masters Caterer",Noida,"North Indian, Chinese",2.9,5.200
"Meeting Point Corner",Noida,Chinese,2.8,2.600
"Mithaas Sweets",Noida,"North Indian, Chinese, South Indian, Mithai",2.7,8.450
"Mom's Canteen",Noida,"North Indian",3,2.600
"MS Foods",Noida,"North Indian",3.1,5.200
"Oh Buoy",Noida,Chinese,3.3,8.450
"Old Tehrii Cafe & Lounge",Noida,"North Indian, Chinese, Cafe",3.1,19.500
"Pichli Gali",Noida,"North Indian, Chinese, Fast Food",3,3.900
"Pizza Hut",Noida,"Italian, Pizza",3.1,13.000
Rasoi99,Noida,"North Indian, Chinese",3.2,10.400
"Republic of Chicken",Noida,"Raw Meats, Fast Food",3.1,5.200
"Republic's @ Dhaba",Noida,"North Indian, Street Food",2.9,9.750
"Rolling Beans",Noida,"South Indian",2.8,3.250
Rollmaal,Noida,"Fast Food, North Indian, Chinese",3.4,6.500
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.5,6.500
Swad,Noida,"North Indian, Chinese, Continental",2.8,11.700
"The Chaiwalas",Noida,Cafe,2.9,3.900
"The Hunger Cure",Noida,"Fast Food, North Indian",3,7.800
"World Bites",Noida,"Chinese, North Indian",3.4,6.500
"BunkYard Cafe",Noida,"Fast Food, Beverages",3.5,5.200
Chaayos,Noida,"Cafe, Tea",3.5,5.200
RollsKing,Noida,"Fast Food",3.8,3.900
"Sandwich King",Noida,"Fast Food",3.5,6.500
"Speedy Chow",Noida,"Chinese, Thai",3.6,11.050
"Aggarwal Bikaneri Sweets & Restaurant",Noida,"Street Food, Mithai",0,1.300
"Al-Aayat Mughlai Biryani",Noida,Biryani,0,1.300
"Baba Chinese Fast Food",Noida,Chinese,0,3.250
"Cafe Coffee Day",Noida,Cafe,0,5.850
"Cafe Rap",Noida,"Fast Food",0,3.250
"Chinese Fast Food Corner",Noida,Chinese,0,3.250
"Chinese Food Corner",Noida,Chinese,0,2.600
"Chinese Hot",Noida,Chinese,0,2.600
"Dial a Cake",Noida,"Bakery, Fast Food",0,5.200
"Doon Dhaba",Noida,"North Indian, Chinese",0,2.600
"Food Weavers",Noida,"Chinese, North Indian",0,4.550
"Green Chick Chop",Noida,"Raw Meats, North Indian, Fast Food",0,4.550
"Hookie Dookie",Noida,Cafe,0,6.500
"Hotel Green View Palace",Noida,"North Indian, Chinese, South Indian",0,9.100
"Hurry Curry Express",Noida,"North Indian, Mughlai, Chinese",0,7.150
"Kesarwa Bakez",Noida,Bakery,0,7.800
"Let's Noodle",Noida,Chinese,0,4.550
"New Dragon Chinese Fast Food  & Paranthey Wala",Noida,Chinese,0,4.550
"New Shahi Chinese Fast Food",Noida,Chinese,0,5.200
"Night Food Delivery",Noida,"North Indian, Chinese",0,6.500
"Rajwana Foods",Noida,"North Indian, Chinese",0,3.900
"Shama Chicken Corner",Noida,Mughlai,0,6.500
"Shiva Shudh Shakahari Bhojnalaya",Noida,"North Indian",0,2.600
"Shri Balaji Shudh Vaishno Dhaba",Noida,"North Indian",0,2.600
"Southern Santushti Cafe",Noida,"South Indian",0,5.200
"Tiffin Man House",Noida,"North Indian",0,2.600
"WOW Zaika",Noida,"North Indian",0,3.250
"Grand Eatery",Noida,"North Indian, Chinese, Mughlai, Fast Food",2.4,7.800
"Nathu's Sweets",Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",2.4,6.500
Subway,Noida,"American, Fast Food, Salad, Healthy Food",2.4,6.500
"Chick Chicken Barbeque",Noida,"North Indian, Mughlai, Chinese",2.6,9.750
"Tiwari Hot Pot",Noida,"North Indian, Chinese, South Indian",2.6,5.850
Chaiwaalas,Noida,"Fast Food, Beverages",0,1.300
"Delhi Mughlai Biryani",Noida,Biryani,0,3.900
Dumpty's,Noida,"Fast Food",0,2.600
"Food Passengers",Noida,"North Indian",0,3.250
"Hungry Buddies",Noida,"North Indian",0,3.900
"Maa Durga Food Corner",Noida,"North Indian",0,2.600
Subhoj,Noida,"North Indian, Biryani",0,4.550
"The Square Meal",Noida,"North Indian, South Indian, Chinese",0,10.400
"Twenty Four Seven",Noida,"Fast Food, North Indian",0,3.900
Yeoh,Noida,"North Indian, Chinese, Italian, Thai",0,6.500
"South King Restaurant",Noida,"South Indian, Chinese",2.8,3.900
"Twomato Foods",Noida,"North Indian",3.2,5.200
"Lazeez Foods",Noida,"North Indian, Mughlai, Chinese",0,5.200
"Spicy Punjabi Tadka",Noida,"North Indian",0,7.150
"SPL Foods Plaza",Noida,"North Indian, Chinese",0,7.800
"Super Cake Shop",Noida,Bakery,0,3.900
"Bats On Delivery",Noida,"North Indian, Fast Food",2.7,9.100
"Legacy of Awadh",Noida,"North Indian, Mughlai",3.3,6.500
Sweetcake.in,Noida,Bakery,0,3.900
"Hurry Curry",Noida,"North Indian, Chinese",3.1,6.500
Thaaliwaalaa.com,Noida,"North Indian",2.9,2.600
" Let's Burrrp",Noida,"Chinese, North Indian",0,5.200
"Annapurna Caterings",Noida,"North Indian",0,2.600
"Beyond Food",Noida,"North Indian",0,2.600
"Brown Town",Noida,Bakery,0,1.950
"Royal Spice",Noida,"North Indian",0,6.500
Bikaner's,Noida,"Mithai, North Indian, Chinese",2.9,5.200
"Chilli Zone",Noida,"North Indian, Chinese",3.4,6.500
"Cold Rock Cafe",Noida,"Fast Food, Italian, Desserts, Beverages",3.3,4.550
"Cup and Cones",Noida,Desserts,3.1,1.950
"Desi Spice",Noida,"North Indian, Chinese",3,7.800
"Food Destination",Noida,"North Indian",3,5.200
